function	medium_1	constant
function	medium_2	constant
function	medium_3	constant
function	medium_4	constant
function	medium_5	constant
function	linearModel	linear
EpyrG	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	17904.2861	Y_MAX	2838989.867	LINEAR_COEF	-209.123	X_MAX	1.6	X_MIN	0.25
Ecdp	medium_1	CONSTANT	6719.2316
Ecdp	medium_2	CONSTANT	26354.8087
Ecdp	medium_3	CONSTANT	49768.5614
Ecdp	medium_4	CONSTANT	15716.3988
Ecdp	medium_5	CONSTANT	152293.732
Ecdp	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-37321.9774	Y_MAX	2838989.867	LINEAR_COEF	117157.9522	X_MAX	1.6	X_MIN	0.25
Enrd1	medium_1	CONSTANT	3818.593
Enrd1	medium_2	CONSTANT	21951.8062
Enrd1	medium_3	CONSTANT	52983.9943
Enrd1	medium_4	CONSTANT	50402.2827
Enrd1	medium_5	CONSTANT	47079.2345
Enrd1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	3166.789	Y_MAX	2838989.867	LINEAR_COEF	34426.3704	X_MAX	1.6	X_MIN	0.25
Enrd2	medium_1	CONSTANT	3348.86
Enrd2	medium_2	CONSTANT	19250.2027
Enrd2	medium_3	CONSTANT	46460.6892
Enrd2	medium_4	CONSTANT	44218.473
Enrd2	medium_5	CONSTANT	41303.1266
Enrd2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2769.2333	Y_MAX	2838989.867	LINEAR_COEF	30203.8218	X_MAX	1.6	X_MIN	0.25
Enrd3	medium_1	CONSTANT	3801.0845
Enrd3	medium_2	CONSTANT	21851.156
Enrd3	medium_3	CONSTANT	52741.0598
Enrd3	medium_4	CONSTANT	50171.1855
Enrd3	medium_5	CONSTANT	46863.3738
Enrd3	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	3152.2691	Y_MAX	2838989.867	LINEAR_COEF	34268.5236	X_MAX	1.6	X_MIN	0.25
Enrd4	medium_1	CONSTANT	4954.8914
Enrd4	medium_2	CONSTANT	28484.0034
Enrd4	medium_3	CONSTANT	68750.4373
Enrd4	medium_4	CONSTANT	36804.4407
Enrd4	medium_5	CONSTANT	61088.5987
Enrd4	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	5242.7516	Y_MAX	2838989.867	LINEAR_COEF	43935.6725	X_MAX	1.6	X_MIN	0.25
Egmk2	medium_1	CONSTANT	7814.6754
Egmk2	medium_2	CONSTANT	22124.2823
Egmk2	medium_3	CONSTANT	38188.4492
Egmk2	medium_4	CONSTANT	29049.5961
Egmk2	medium_5	CONSTANT	50965.0705
Egmk2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2055.2595	Y_MAX	2838989.867	LINEAR_COEF	33807.7638	X_MAX	1.6	X_MIN	0.25
Eadk2	medium_1	CONSTANT	565.4024
Eadk2	medium_2	CONSTANT	566.6217
Eadk2	medium_3	CONSTANT	567.176
Eadk2	medium_4	CONSTANT	539.3311
Eadk2	medium_5	CONSTANT	558.4354
Eadk2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	569.2577	Y_MAX	2838989.867	LINEAR_COEF	-5.8991	X_MAX	1.6	X_MIN	0.25
Ecmk3	medium_1	CONSTANT	1601.1436
Ecmk3	medium_2	CONSTANT	2688.0632
Ecmk3	medium_3	CONSTANT	4279.1716
Ecmk3	medium_4	CONSTANT	6341.1174
Ecmk3	medium_5	CONSTANT	4314.5274
Ecmk3	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1473.6667	Y_MAX	2838989.867	LINEAR_COEF	2130.5692	X_MAX	1.6	X_MIN	0.25
Ecmk4	medium_1	CONSTANT	11274.4435
Ecmk4	medium_2	CONSTANT	29337.9621
Ecmk4	medium_3	CONSTANT	32394.5966
Ecmk4	medium_4	CONSTANT	48629.0632
Ecmk4	medium_5	CONSTANT	27287.0183
Ecmk4	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	29337.9621	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EthyB	medium_1	CONSTANT	213271.6498
EthyB	medium_2	CONSTANT	185435.0037
EthyB	medium_3	CONSTANT	240347.9905
EthyB	medium_4	CONSTANT	166276.5953
EthyB	medium_5	CONSTANT	123817.0683
EthyB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	241806.637	Y_MAX	2838989.867	LINEAR_COEF	-62943.6698	X_MAX	1.6	X_MIN	0.25
EcomEB	medium_1	CONSTANT	37197.4605
EcomEB	medium_2	CONSTANT	91368.0918
EcomEB	medium_3	CONSTANT	154963.2396
EcomEB	medium_4	CONSTANT	128513.6032
EcomEB	medium_5	CONSTANT	196478.5345
EcomEB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	91368.0918	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Etmk	medium_1	CONSTANT	291160.3963
Etmk	medium_2	CONSTANT	253157.5537
Etmk	medium_3	CONSTANT	248992.8311
Etmk	medium_4	CONSTANT	258128.9835
Etmk	medium_5	CONSTANT	222757.5923
Etmk	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	293815.0944	Y_MAX	2838989.867	LINEAR_COEF	-48545.0398	X_MAX	1.6	X_MIN	0.25
Endk1	medium_1	CONSTANT	815.7213
Endk1	medium_2	CONSTANT	929.5094
Endk1	medium_3	CONSTANT	1816.8847
Endk1	medium_4	CONSTANT	902.841
Endk1	medium_5	CONSTANT	5711.0667
Endk1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1021.0873	Y_MAX	2838989.867	LINEAR_COEF	4064.1618	X_MAX	1.6	X_MIN	0.25
Endk2	medium_1	CONSTANT	815.7213
Endk2	medium_2	CONSTANT	751.3702
Endk2	medium_3	CONSTANT	1399.7362
Endk2	medium_4	CONSTANT	902.841
Endk2	medium_5	CONSTANT	4399.8317
Endk2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-629.6407	Y_MAX	2838989.867	LINEAR_COEF	3006.5127	X_MAX	1.6	X_MIN	0.25
Endk3	medium_1	CONSTANT	815.7213
Endk3	medium_2	CONSTANT	751.3702
Endk3	medium_3	CONSTANT	1406.1836
Endk3	medium_4	CONSTANT	902.841
Endk3	medium_5	CONSTANT	4420.0981
Endk3	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-637.0892	Y_MAX	2838989.867	LINEAR_COEF	3023.7025	X_MAX	1.6	X_MIN	0.25
Endk4	medium_1	CONSTANT	815.7213
Endk4	medium_2	CONSTANT	933.4676
Endk4	medium_3	CONSTANT	1824.6216
Endk4	medium_4	CONSTANT	902.841
Endk4	medium_5	CONSTANT	5735.3864
Endk4	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1028.0132	Y_MAX	2838989.867	LINEAR_COEF	4083.5766	X_MAX	1.6	X_MIN	0.25
EycgT	medium_1	CONSTANT	1871.8257
EycgT	medium_2	CONSTANT	3392.0008
EycgT	medium_3	CONSTANT	7051.8832
EycgT	medium_4	CONSTANT	2977.7702
EycgT	medium_5	CONSTANT	3798.4915
EycgT	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2716.2619	Y_MAX	2838989.867	LINEAR_COEF	1586.6896	X_MAX	1.6	X_MIN	0.25
Etrna	medium_1	CONSTANT	2514.7921
Etrna	medium_2	CONSTANT	5551.2549
Etrna	medium_3	CONSTANT	12771.529
Etrna	medium_4	CONSTANT	15564.6829
Etrna	medium_5	CONSTANT	11219.6166
Etrna	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2141.7028	Y_MAX	2838989.867	LINEAR_COEF	7133.8954	X_MAX	1.6	X_MIN	0.25
Etrna2	medium_1	CONSTANT	35479.0677
Etrna2	medium_2	CONSTANT	12007.2894
Etrna2	medium_3	CONSTANT	22508.26
Etrna2	medium_4	CONSTANT	28565.8102
Etrna2	medium_5	CONSTANT	23806.2608
Etrna2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	26609.2672	Y_MAX	2838989.867	LINEAR_COEF	-3837.2838	X_MAX	1.6	X_MIN	0.25
Endh	medium_1	CONSTANT	2734113.5492
Endh	medium_2	CONSTANT	2734113.5492
Endh	medium_3	CONSTANT	2734113.5492
Endh	medium_4	CONSTANT	2734113.5492
Endh	medium_5	CONSTANT	2734113.5492
Endh	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2734113.5492	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EyutJ	medium_1	CONSTANT	1967778.3334
EyutJ	medium_2	CONSTANT	1967778.3334
EyutJ	medium_3	CONSTANT	1967778.3334
EyutJ	medium_4	CONSTANT	1967778.3334
EyutJ	medium_5	CONSTANT	1967778.3334
EyutJ	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1967778.3334	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Eqcr	medium_1	CONSTANT	2838989.867
Eqcr	medium_2	CONSTANT	2838989.867
Eqcr	medium_3	CONSTANT	2838989.867
Eqcr	medium_4	CONSTANT	2838989.867
Eqcr	medium_5	CONSTANT	2838989.867
Eqcr	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2838989.867	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Enar	medium_1	CONSTANT	428075.5745
Enar	medium_2	CONSTANT	428075.5745
Enar	medium_3	CONSTANT	428075.5745
Enar	medium_4	CONSTANT	428075.5745
Enar	medium_5	CONSTANT	428075.5745
Enar	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	428075.5745	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Eatp	medium_1	CONSTANT	2828501.8164
Eatp	medium_2	CONSTANT	2828501.8164
Eatp	medium_3	CONSTANT	2828501.8164
Eatp	medium_4	CONSTANT	2828501.8164
Eatp	medium_5	CONSTANT	2828501.8164
Eatp	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2828501.8164	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EppaC	medium_1	CONSTANT	135090.999
EppaC	medium_2	CONSTANT	195552.7439
EppaC	medium_3	CONSTANT	334412.0162
EppaC	medium_4	CONSTANT	647867.1071
EppaC	medium_5	CONSTANT	636604.1492
EppaC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-11795.1547	Y_MAX	2838989.867	LINEAR_COEF	410725.1705	X_MAX	1.6	X_MIN	0.25
EytiB	medium_1	CONSTANT	942626.488
EytiB	medium_2	CONSTANT	227033.4946
EytiB	medium_3	CONSTANT	2703.8326
EytiB	medium_4	CONSTANT	9791.9828
EytiB	medium_5	CONSTANT	13672.4497
EytiB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	810051.93	Y_MAX	2838989.867	LINEAR_COEF	-630667.2054	X_MAX	1.6	X_MIN	0.25
EkatA	medium_1	CONSTANT	51735.2397
EkatA	medium_2	CONSTANT	15700.247
EkatA	medium_3	CONSTANT	44624.3148
EkatA	medium_4	CONSTANT	654176.8639
EkatA	medium_5	CONSTANT	190676.1647
EkatA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-26414.1259	Y_MAX	2838989.867	LINEAR_COEF	123950.5825	X_MAX	1.6	X_MIN	0.25
EsodA	medium_1	CONSTANT	968.3108
EsodA	medium_2	CONSTANT	2734.5064
EsodA	medium_3	CONSTANT	4007.1284
EsodA	medium_4	CONSTANT	7809.1847
EsodA	medium_5	CONSTANT	8820.2959
EsodA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-929.1572	Y_MAX	2838989.867	LINEAR_COEF	6177.8536	X_MAX	1.6	X_MIN	0.25
EalaT	medium_1	CONSTANT	473968.6178
EalaT	medium_2	CONSTANT	498859.7753
EalaT	medium_3	CONSTANT	530522.0342
EalaT	medium_4	CONSTANT	451335.208
EalaT	medium_5	CONSTANT	136759.146
EalaT	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	447282.5687	Y_MAX	2838989.867	LINEAR_COEF	92817.6559	X_MAX	1.6	X_MIN	0.25
EalaS	medium_1	CONSTANT	18722.1968
EalaS	medium_2	CONSTANT	40475.9809
EalaS	medium_3	CONSTANT	68630.7026
EalaS	medium_4	CONSTANT	94480.1872
EalaS	medium_5	CONSTANT	117807.1216
EalaS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-3458.6837	Y_MAX	2838989.867	LINEAR_COEF	79084.4	X_MAX	1.6	X_MIN	0.25
Ealr	medium_1	CONSTANT	2154.394
Ealr	medium_2	CONSTANT	9603.0093
Ealr	medium_3	CONSTANT	49957.0859
Ealr	medium_4	CONSTANT	111409.23
Ealr	medium_5	CONSTANT	265936.6614
Ealr	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-25356.1192	Y_MAX	2838989.867	LINEAR_COEF	79185.5442	X_MAX	1.6	X_MIN	0.25
Eddl	medium_1	CONSTANT	9482.2021
Eddl	medium_2	CONSTANT	5930.2721
Eddl	medium_3	CONSTANT	31374.2072
Eddl	medium_4	CONSTANT	37032.619
Eddl	medium_5	CONSTANT	51838.8787
Eddl	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-5820.9091	Y_MAX	2838989.867	LINEAR_COEF	37370.5696	X_MAX	1.6	X_MIN	0.25
EargJ	medium_1	CONSTANT	8796.5085
EargJ	medium_2	CONSTANT	21680.9376
EargJ	medium_3	CONSTANT	35503.8129
EargJ	medium_4	CONSTANT	20503.0652
EargJ	medium_5	CONSTANT	18149.4601
EargJ	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-3394.2365	Y_MAX	2838989.867	LINEAR_COEF	43772.3956	X_MAX	1.6	X_MIN	0.25
EargB	medium_1	CONSTANT	23786.5191
EargB	medium_2	CONSTANT	105014.099
EargB	medium_3	CONSTANT	95066.3721
EargB	medium_4	CONSTANT	41269.5097
EargB	medium_5	CONSTANT	20620.7265
EargB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	8322.6652	Y_MAX	2838989.867	LINEAR_COEF	114309.7671	X_MAX	1.6	X_MIN	0.25
EargC	medium_1	CONSTANT	57003.6116
EargC	medium_2	CONSTANT	35668.223
EargC	medium_3	CONSTANT	65852.4816
EargC	medium_4	CONSTANT	34094.121
EargC	medium_5	CONSTANT	17035.4712
EargC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	43632.1365	Y_MAX	2838989.867	LINEAR_COEF	15878.1074	X_MAX	1.6	X_MIN	0.25
EargD	medium_1	CONSTANT	6670.2939
EargD	medium_2	CONSTANT	13722.9394
EargD	medium_3	CONSTANT	24405.0328
EargD	medium_4	CONSTANT	8712.0028
EargD	medium_5	CONSTANT	4353.04
EargD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1972.7265	Y_MAX	2838989.867	LINEAR_COEF	29147.3825	X_MAX	1.6	X_MIN	0.25
EargJ2	medium_1	CONSTANT	27618.877
EargJ2	medium_2	CONSTANT	22445.4686
EargJ2	medium_3	CONSTANT	24565.8745
EargJ2	medium_4	CONSTANT	16518.9768
EargJ2	medium_5	CONSTANT	8253.8733
EargJ2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	27663.6577	Y_MAX	2838989.867	LINEAR_COEF	-4805.0305	X_MAX	1.6	X_MIN	0.25
EcarAB	medium_1	CONSTANT	397745.3255
EcarAB	medium_2	CONSTANT	198052.7262
EcarAB	medium_3	CONSTANT	129537.5284
EcarAB	medium_4	CONSTANT	2112124.3
EcarAB	medium_5	CONSTANT	529833.5745
EcarAB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	494547.2959	Y_MAX	2838989.867	LINEAR_COEF	-435808.2228	X_MAX	1.6	X_MIN	0.25
EargF	medium_1	CONSTANT	4606.9916
EargF	medium_2	CONSTANT	13803.4419
EargF	medium_3	CONSTANT	16426.8751
EargF	medium_4	CONSTANT	688386.9547
EargF	medium_5	CONSTANT	3378.745
EargF	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	485.2845	Y_MAX	2838989.867	LINEAR_COEF	19184.7442	X_MAX	1.6	X_MIN	0.25
EargG	medium_1	CONSTANT	3537.1148
EargG	medium_2	CONSTANT	5731.4268
EargG	medium_3	CONSTANT	6593.3813
EargG	medium_4	CONSTANT	223419.1297
EargG	medium_5	CONSTANT	1702.5852
EargG	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2404.4414	Y_MAX	2838989.867	LINEAR_COEF	4970.459	X_MAX	1.6	X_MIN	0.25
EargH	medium_1	CONSTANT	11377.4204
EargH	medium_2	CONSTANT	12144.2687
EargH	medium_3	CONSTANT	15792.972
EargH	medium_4	CONSTANT	806757.0522
EargH	medium_5	CONSTANT	4319.119
EargH	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	8864.992	Y_MAX	2838989.867	LINEAR_COEF	7310.1639	X_MAX	1.6	X_MIN	0.25
EargS	medium_1	CONSTANT	2072.2239
EargS	medium_2	CONSTANT	8613.0843
EargS	medium_3	CONSTANT	27323.2548
EargS	medium_4	CONSTANT	23809.3945
EargS	medium_5	CONSTANT	37777.0503
EargS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-5298.1208	Y_MAX	2838989.867	LINEAR_COEF	29481.8102	X_MAX	1.6	X_MIN	0.25
EasnB	medium_1	CONSTANT	58970.8727
EasnB	medium_2	CONSTANT	39538.7534
EasnB	medium_3	CONSTANT	54914.1084
EasnB	medium_4	CONSTANT	56154.8383
EasnB	medium_5	CONSTANT	46747.4572
EasnB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	54453.2744	Y_MAX	2838989.867	LINEAR_COEF	-5710.3959	X_MAX	1.6	X_MIN	0.25
EasnS	medium_1	CONSTANT	10648.3081
EasnS	medium_2	CONSTANT	13490.7249
EasnS	medium_3	CONSTANT	20083.8792
EasnS	medium_4	CONSTANT	23698.5926
EasnS	medium_5	CONSTANT	22649.2784
EasnS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	8650.1598	Y_MAX	2838989.867	LINEAR_COEF	9813.085	X_MAX	1.6	X_MIN	0.25
EaspB	medium_1	CONSTANT	32235.9373
EaspB	medium_2	CONSTANT	22461.4706
EaspB	medium_3	CONSTANT	52205.1291
EaspB	medium_4	CONSTANT	28807.9499
EaspB	medium_5	CONSTANT	23981.8766
EaspB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	16046.8934	Y_MAX	2838989.867	LINEAR_COEF	33771.1821	X_MAX	1.6	X_MIN	0.25
EaspS	medium_1	CONSTANT	6980.4435
EaspS	medium_2	CONSTANT	16677.9894
EaspS	medium_3	CONSTANT	23283.5627
EaspS	medium_4	CONSTANT	26054.2118
EaspS	medium_5	CONSTANT	38346.3819
EaspS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1431.8853	Y_MAX	2838989.867	LINEAR_COEF	24260.3287	X_MAX	1.6	X_MIN	0.25
Esat	medium_1	CONSTANT	3047.1913
Esat	medium_2	CONSTANT	8948.825
Esat	medium_3	CONSTANT	7557.2099
Esat	medium_4	CONSTANT	511.6565
Esat	medium_5	CONSTANT	511.6565
Esat	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2346.5719	Y_MAX	2838989.867	LINEAR_COEF	7191.6727	X_MAX	1.6	X_MIN	0.25
EcysC	medium_1	CONSTANT	4434.7297
EcysC	medium_2	CONSTANT	25718.4755
EcysC	medium_3	CONSTANT	28838.8529
EcysC	medium_4	CONSTANT	511.6565
EcysC	medium_5	CONSTANT	511.6565
EcysC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-3238.3202	Y_MAX	2838989.867	LINEAR_COEF	39486.7923	X_MAX	1.6	X_MIN	0.25
EcysH	medium_1	CONSTANT	10975.0408
EcysH	medium_2	CONSTANT	53392.0114
EcysH	medium_3	CONSTANT	60320.9659
EcysH	medium_4	CONSTANT	511.6565
EcysH	medium_5	CONSTANT	511.6565
EcysH	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-4765.8928	Y_MAX	2838989.867	LINEAR_COEF	79876.8371	X_MAX	1.6	X_MIN	0.25
Ecxx	medium_1	CONSTANT	8644.5378
Ecxx	medium_2	CONSTANT	22545.4005
Ecxx	medium_3	CONSTANT	38944.4623
Ecxx	medium_4	CONSTANT	511.6565
Ecxx	medium_5	CONSTANT	511.6565
Ecxx	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-5447.3306	Y_MAX	2838989.867	LINEAR_COEF	49699.0761	X_MAX	1.6	X_MIN	0.25
EcysJI	medium_1	CONSTANT	5367.4606
EcysJI	medium_2	CONSTANT	12260.515
EcysJI	medium_3	CONSTANT	23580.0264
EcysJI	medium_4	CONSTANT	511.6565
EcysJI	medium_5	CONSTANT	511.6565
EcysJI	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-3635.8555	Y_MAX	2838989.867	LINEAR_COEF	29951.4762	X_MAX	1.6	X_MIN	0.25
Exxx	medium_1	CONSTANT	6943.4356
Exxx	medium_2	CONSTANT	19760.0428
Exxx	medium_3	CONSTANT	33479.8136
Exxx	medium_4	CONSTANT	25766.497
Exxx	medium_5	CONSTANT	38001.1253
Exxx	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EcysE	medium_1	CONSTANT	1750649.7719
EcysE	medium_2	CONSTANT	1616191.3441
EcysE	medium_3	CONSTANT	1618983.2446
EcysE	medium_4	CONSTANT	511.6565
EcysE	medium_5	CONSTANT	511.6565
EcysE	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1784894.0998	Y_MAX	2838989.867	LINEAR_COEF	-211987.321	X_MAX	1.6	X_MIN	0.25
EcysK	medium_1	CONSTANT	2622.4312
EcysK	medium_2	CONSTANT	9455.135
EcysK	medium_3	CONSTANT	18077.5733
EcysK	medium_4	CONSTANT	511.6565
EcysK	medium_5	CONSTANT	511.6565
EcysK	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-4659.3763	Y_MAX	2838989.867	LINEAR_COEF	25363.9475	X_MAX	1.6	X_MIN	0.25
EyrrT	medium_1	CONSTANT	6943.4356
EyrrT	medium_2	CONSTANT	19760.0428
EyrrT	medium_3	CONSTANT	33479.8136
EyrrT	medium_4	CONSTANT	25766.497
EyrrT	medium_5	CONSTANT	38001.1253
EyrrT	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-5237.1969	Y_MAX	2838989.867	LINEAR_COEF	43502.259	X_MAX	1.6	X_MIN	0.25
EmtnN	medium_1	CONSTANT	7071.8302
EmtnN	medium_2	CONSTANT	19978.1145
EmtnN	medium_3	CONSTANT	34450.2736
EmtnN	medium_4	CONSTANT	27558.9814
EmtnN	medium_5	CONSTANT	48824.0079
EmtnN	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EluxS	medium_1	CONSTANT	7071.8302
EluxS	medium_2	CONSTANT	19978.1145
EluxS	medium_3	CONSTANT	34450.2736
EluxS	medium_4	CONSTANT	27558.9814
EluxS	medium_5	CONSTANT	48824.0079
EluxS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EmccA	medium_1	CONSTANT	6943.4356
EmccA	medium_2	CONSTANT	21291.3287
EmccA	medium_3	CONSTANT	36864.0166
EmccA	medium_4	CONSTANT	25766.497
EmccA	medium_5	CONSTANT	41330.5506
EmccA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	41330.5506	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EmccB	medium_1	CONSTANT	40200.2677
EmccB	medium_2	CONSTANT	228887.2279
EmccB	medium_3	CONSTANT	668370.4239
EmccB	medium_4	CONSTANT	38280.5854
EmccB	medium_5	CONSTANT	511.6565
EmccB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EcysS	medium_1	CONSTANT	8886.1967
EcysS	medium_2	CONSTANT	45247.2423
EcysS	medium_3	CONSTANT	45080.5504
EcysS	medium_4	CONSTANT	69343.1397
EcysS	medium_5	CONSTANT	77259.9147
EcysS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	4139.2916	Y_MAX	2838989.867	LINEAR_COEF	48636.0431	X_MAX	1.6	X_MIN	0.25
Egln	medium_1	CONSTANT	35011.8987
Egln	medium_2	CONSTANT	141542.8153
Egln	medium_3	CONSTANT	172218.8967
Egln	medium_4	CONSTANT	234451.9609
Egln	medium_5	CONSTANT	109675.5953
Egln	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	81082.5049	Y_MAX	2838989.867	LINEAR_COEF	41607.1047	X_MAX	1.6	X_MIN	0.25
EglnS	medium_1	CONSTANT	6011.6875
EglnS	medium_2	CONSTANT	9811.9034
EglnS	medium_3	CONSTANT	21525.3619
EglnS	medium_4	CONSTANT	33715.066
EglnS	medium_5	CONSTANT	40214.706
EglnS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-3749.836	Y_MAX	2838989.867	LINEAR_COEF	28232.2258	X_MAX	1.6	X_MIN	0.25
Eglt	medium_1	CONSTANT	206938.1326
Eglt	medium_2	CONSTANT	461748.8962
Eglt	medium_3	CONSTANT	624930.8503
Eglt	medium_4	CONSTANT	489335.4428
Eglt	medium_5	CONSTANT	407359.1583
Eglt	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	35517.5159	Y_MAX	2838989.867	LINEAR_COEF	682221.4548	X_MAX	1.6	X_MIN	0.25
EgltX	medium_1	CONSTANT	12659.7009
EgltX	medium_2	CONSTANT	24382.3496
EgltX	medium_3	CONSTANT	36383.9324
EgltX	medium_4	CONSTANT	56447.0394
EgltX	medium_5	CONSTANT	67802.5168
EgltX	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-591.6271	Y_MAX	2838989.867	LINEAR_COEF	43785.179	X_MAX	1.6	X_MIN	0.25
EracE	medium_1	CONSTANT	104715.528
EracE	medium_2	CONSTANT	73749.0733
EracE	medium_3	CONSTANT	49651.2771
EracE	medium_4	CONSTANT	112534.5028
EracE	medium_5	CONSTANT	116785.9623
EracE	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	74556.1246	Y_MAX	2838989.867	LINEAR_COEF	14055.115	X_MAX	1.6	X_MIN	0.25
EglyA	medium_1	CONSTANT	3987.8386
EglyA	medium_2	CONSTANT	8505.741
EglyA	medium_3	CONSTANT	8505.741
EglyA	medium_4	CONSTANT	13023.6435
EglyA	medium_5	CONSTANT	8505.741
EglyA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2777.8883	Y_MAX	2838989.867	LINEAR_COEF	7279.1125	X_MAX	1.6	X_MIN	0.25
EglyQS	medium_1	CONSTANT	19326.5658
EglyQS	medium_2	CONSTANT	42874.5399
EglyQS	medium_3	CONSTANT	65728.98
EglyQS	medium_4	CONSTANT	102604.4064
EglyQS	medium_5	CONSTANT	102311.0864
EglyQS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	4211.2603	Y_MAX	2838989.867	LINEAR_COEF	65095.753	X_MAX	1.6	X_MIN	0.25
EhisG	medium_1	CONSTANT	85368.2318
EhisG	medium_2	CONSTANT	102791.999
EhisG	medium_3	CONSTANT	118401.9706
EhisG	medium_4	CONSTANT	196669.6701
EhisG	medium_5	CONSTANT	31404.9366
