function	medium_1	constant
function	medium_2	constant
function	medium_3	constant
function	medium_4	constant
function	medium_5	constant
function	linearModel	linear
EpheS	medium_2	CONSTANT	11570.1557
EpheS	medium_3	CONSTANT	16858.0488
EpheS	medium_4	CONSTANT	33733.9216
EpheS	medium_5	CONSTANT	30981.0785
EpheS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	3068.0843	Y_MAX	2838989.867	LINEAR_COEF	17372.3212	X_MAX	1.6	X_MIN	0.25
EproB	medium_1	CONSTANT	221976.6952
EproB	medium_2	CONSTANT	225877.4682
EproB	medium_3	CONSTANT	197922.6071
EproB	medium_4	CONSTANT	172647.0356
EproB	medium_5	CONSTANT	143724.2124
EproB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	238607.7394	Y_MAX	2838989.867	LINEAR_COEF	-40256.5792	X_MAX	1.6	X_MIN	0.25
EproA	medium_1	CONSTANT	15926.6858
EproA	medium_2	CONSTANT	31962.988
EproA	medium_3	CONSTANT	62217.7306
EproA	medium_4	CONSTANT	25419.2585
EproA	medium_5	CONSTANT	21160.8783
EproA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-7497.9578	Y_MAX	2838989.867	LINEAR_COEF	76207.6309	X_MAX	1.6	X_MIN	0.25
EproI	medium_1	CONSTANT	930831.5599
EproI	medium_2	CONSTANT	947188.9647
EproI	medium_3	CONSTANT	829963.7443
EproI	medium_4	CONSTANT	723973.7908
EproI	medium_5	CONSTANT	602689.5423
EproI	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1000571.7677	Y_MAX	2838989.867	LINEAR_COEF	-168810.9391	X_MAX	1.6	X_MIN	0.25
EproS	medium_1	CONSTANT	12802.6448
EproS	medium_2	CONSTANT	21092.466
EproS	medium_3	CONSTANT	35660.6031
EproS	medium_4	CONSTANT	42663.0291
EproS	medium_5	CONSTANT	44219.337
EproS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	7673.4098	Y_MAX	2838989.867	LINEAR_COEF	25290.2339	X_MAX	1.6	X_MIN	0.25
EserA	medium_1	CONSTANT	20642.7672
EserA	medium_2	CONSTANT	45289.5582
EserA	medium_3	CONSTANT	45289.5582
EserA	medium_4	CONSTANT	20642.7672
EserA	medium_5	CONSTANT	20642.7672
EserA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	20642.7672	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EserC	medium_1	CONSTANT	77278.5569
EserC	medium_2	CONSTANT	203747.7094
EserC	medium_3	CONSTANT	203747.7094
EserC	medium_4	CONSTANT	77278.5569
EserC	medium_5	CONSTANT	77278.5569
EserC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	77278.5569	Y_MAX	2838989.867	LINEAR_COEF	6.6008e-12	X_MAX	1.6	X_MIN	0.25
EserB	medium_1	CONSTANT	14719.0422
EserB	medium_2	CONSTANT	54892.77
EserB	medium_3	CONSTANT	54892.77
EserB	medium_4	CONSTANT	14719.0422
EserB	medium_5	CONSTANT	14719.0422
EserB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	14719.0422	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EserS	medium_1	CONSTANT	14773.5144
EserS	medium_2	CONSTANT	30973.537
EserS	medium_3	CONSTANT	33648.7004
EserS	medium_4	CONSTANT	53807.8681
EserS	medium_5	CONSTANT	67913.6723
EserS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	3648.1001	Y_MAX	2838989.867	LINEAR_COEF	40532.9319	X_MAX	1.6	X_MIN	0.25
EthrB	medium_1	CONSTANT	99497.465
EthrB	medium_2	CONSTANT	78563.034
EthrB	medium_3	CONSTANT	118499.1571
EthrB	medium_4	CONSTANT	86378.5725
EthrB	medium_5	CONSTANT	71907.9379
EthrB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	79852.5532	Y_MAX	2838989.867	LINEAR_COEF	32759.7682	X_MAX	1.6	X_MIN	0.25
EthrC	medium_1	CONSTANT	3877.9031
EthrC	medium_2	CONSTANT	4166.9211
EthrC	medium_3	CONSTANT	7609.4863
EthrC	medium_4	CONSTANT	4406.3606
EthrC	medium_5	CONSTANT	3668.1818
EthrC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1623.7837	Y_MAX	2838989.867	LINEAR_COEF	6197.1031	X_MAX	1.6	X_MIN	0.25
EthrS	medium_1	CONSTANT	15339.0614
EthrS	medium_2	CONSTANT	27850.2369
EthrS	medium_3	CONSTANT	42220.7805
EthrS	medium_4	CONSTANT	52759.6341
EthrS	medium_5	CONSTANT	62503.5218
EthrS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	6384.9811	Y_MAX	2838989.867	LINEAR_COEF	37306.8207	X_MAX	1.6	X_MIN	0.25
EtrpEG	medium_1	CONSTANT	93790.8109
EtrpEG	medium_2	CONSTANT	52708.0797
EtrpEG	medium_3	CONSTANT	110719.1177
EtrpEG	medium_4	CONSTANT	160787.5974
EtrpEG	medium_5	CONSTANT	105427.7043
EtrpEG	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	73882.7256	Y_MAX	2838989.867	LINEAR_COEF	21544.3798	X_MAX	1.6	X_MIN	0.25
EtrpD	medium_1	CONSTANT	590291.9329
EtrpD	medium_2	CONSTANT	257018.5649
EtrpD	medium_3	CONSTANT	469085.0024
EtrpD	medium_4	CONSTANT	671115.0858
EtrpD	medium_5	CONSTANT	265781.2031
EtrpD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	550401.2937	Y_MAX	2838989.867	LINEAR_COEF	-184449.4945	X_MAX	1.6	X_MIN	0.25
EtrpF	medium_1	CONSTANT	21190.0072
EtrpF	medium_2	CONSTANT	40037.2897
EtrpF	medium_3	CONSTANT	55591.3615
EtrpF	medium_4	CONSTANT	46591.924
EtrpF	medium_5	CONSTANT	63277.0508
EtrpF	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	18886.4655	Y_MAX	2838989.867	LINEAR_COEF	31945.5751	X_MAX	1.6	X_MIN	0.25
EtrpC	medium_1	CONSTANT	734532.389
EtrpC	medium_2	CONSTANT	311167.8556
EtrpC	medium_3	CONSTANT	589887.1635
EtrpC	medium_4	CONSTANT	891142.659
EtrpC	medium_5	CONSTANT	336363.56
EtrpC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	679925.6302	Y_MAX	2838989.867	LINEAR_COEF	-222217.528	X_MAX	1.6	X_MIN	0.25
EtrpA	medium_1	CONSTANT	351171.1209
EtrpA	medium_2	CONSTANT	297579.9262
EtrpA	medium_3	CONSTANT	190120.8325
EtrpA	medium_4	CONSTANT	265451.6539
EtrpA	medium_5	CONSTANT	119251.2125
EtrpA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	394141.15	Y_MAX	2838989.867	LINEAR_COEF	-188187.9429	X_MAX	1.6	X_MIN	0.25
EtrpB	medium_1	CONSTANT	195460.609
EtrpB	medium_2	CONSTANT	96728.602
EtrpB	medium_3	CONSTANT	63304.2755
EtrpB	medium_4	CONSTANT	74956.8484
EtrpB	medium_5	CONSTANT	67610.3829
EtrpB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	176622.4881	Y_MAX	2838989.867	LINEAR_COEF	-86994.5608	X_MAX	1.6	X_MIN	0.25
EtrpS	medium_1	CONSTANT	15461.8737
EtrpS	medium_2	CONSTANT	44715.3836
EtrpS	medium_3	CONSTANT	106043.2529
EtrpS	medium_4	CONSTANT	83882.931
EtrpS	medium_5	CONSTANT	75827.3553
EtrpS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	20334.9732	Y_MAX	2838989.867	LINEAR_COEF	48796.2138	X_MAX	1.6	X_MIN	0.25
EtyrA	medium_1	CONSTANT	200987.0571
EtyrA	medium_2	CONSTANT	103873.6798
EtyrA	medium_3	CONSTANT	103496.5254
EtyrA	medium_4	CONSTANT	47967.0335
EtyrA	medium_5	CONSTANT	39931.3205
EtyrA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	227233.6954	Y_MAX	2838989.867	LINEAR_COEF	-157094.1517	X_MAX	1.6	X_MIN	0.25
EhisC3	medium_1	CONSTANT	10842.7538
EhisC3	medium_2	CONSTANT	7272.7433
EhisC3	medium_3	CONSTANT	13429.7926
EhisC3	medium_4	CONSTANT	19792.5432
EhisC3	medium_5	CONSTANT	3160.5461
EhisC3	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	7905.7752	Y_MAX	2838989.867	LINEAR_COEF	4498.8299	X_MAX	1.6	X_MIN	0.25
EtyrS	medium_1	CONSTANT	4720.3172
EtyrS	medium_2	CONSTANT	9003.7927
EtyrS	medium_3	CONSTANT	10074.4273
EtyrS	medium_4	CONSTANT	14656.5771
EtyrS	medium_5	CONSTANT	16186.2391
EtyrS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2893.5466	Y_MAX	2838989.867	LINEAR_COEF	8635.3967	X_MAX	1.6	X_MIN	0.25
EilvE2	medium_1	CONSTANT	869365.6847
EilvE2	medium_2	CONSTANT	846320.5907
EilvE2	medium_3	CONSTANT	774837.1079
EilvE2	medium_4	CONSTANT	355227.3426
EilvE2	medium_5	CONSTANT	486052.3344
EilvE2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	920736.0968	Y_MAX	2838989.867	LINEAR_COEF	-156140.7512	X_MAX	1.6	X_MIN	0.25
EvalS	medium_1	CONSTANT	22465.1755
EvalS	medium_2	CONSTANT	31089.769
EvalS	medium_3	CONSTANT	50741.4042
EvalS	medium_4	CONSTANT	72086.3989
EvalS	medium_5	CONSTANT	79713.6656
EvalS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	7751.5609	Y_MAX	2838989.867	LINEAR_COEF	46721.2722	X_MAX	1.6	X_MIN	0.25
Eald	medium_1	CONSTANT	12016.9321
Eald	medium_2	CONSTANT	12105.5464
Eald	medium_3	CONSTANT	11894.368
Eald	medium_4	CONSTANT	25249.4795
Eald	medium_5	CONSTANT	9526.076
Eald	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	9526.076	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EargI	medium_1	CONSTANT	18549.1504
EargI	medium_2	CONSTANT	80768.3129
EargI	medium_3	CONSTANT	290943.0246
EargI	medium_4	CONSTANT	183728.3314
EargI	medium_5	CONSTANT	119702.3129
EargI	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	119702.3129	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
ErocD	medium_1	CONSTANT	2384.4921
ErocD	medium_2	CONSTANT	10382.7614
ErocD	medium_3	CONSTANT	37400.707
ErocD	medium_4	CONSTANT	2616.3876
ErocD	medium_5	CONSTANT	15387.7246
ErocD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	15387.7246	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
ErocA	medium_1	CONSTANT	767.8037
ErocA	medium_2	CONSTANT	9444.7369
ErocA	medium_3	CONSTANT	58667.1486
ErocA	medium_4	CONSTANT	14472.1444
ErocA	medium_5	CONSTANT	34208.208
ErocA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	34208.208	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Eure	medium_1	CONSTANT	1895.9468
Eure	medium_2	CONSTANT	8255.4952
Eure	medium_3	CONSTANT	29737.8844
Eure	medium_4	CONSTANT	25670.0048
Eure	medium_5	CONSTANT	12235.0194
Eure	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	12235.0194	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EansA	medium_1	CONSTANT	1828774.8411
EansA	medium_2	CONSTANT	1842260.4585
EansA	medium_3	CONSTANT	1810122.6482
EansA	medium_4	CONSTANT	2838989.867
EansA	medium_5	CONSTANT	2263157.3232
EansA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2263157.3232	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EansB	medium_1	CONSTANT	1497327.907
EansB	medium_2	CONSTANT	1508369.3927
EansB	medium_3	CONSTANT	1482056.2353
EansB	medium_4	CONSTANT	2838989.867
EansB	medium_5	CONSTANT	1950125.0788
EansB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1950125.0788	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EglsA	medium_1	CONSTANT	6943.4356
EglsA	medium_2	CONSTANT	19760.0428
EglsA	medium_3	CONSTANT	33479.8136
EglsA	medium_4	CONSTANT	25766.497
EglsA	medium_5	CONSTANT	38001.1253
EglsA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
ErocG	medium_1	CONSTANT	6943.4356
ErocG	medium_2	CONSTANT	19760.0428
ErocG	medium_3	CONSTANT	33479.8136
ErocG	medium_4	CONSTANT	72889.7245
ErocG	medium_5	CONSTANT	38001.1253
ErocG	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EgcvT	medium_1	CONSTANT	1407.3986
EgcvT	medium_2	CONSTANT	1768.3279
EgcvT	medium_3	CONSTANT	1768.3279
EgcvT	medium_4	CONSTANT	2129.2572
EgcvT	medium_5	CONSTANT	1768.3279
EgcvT	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1768.3279	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EhutH	medium_1	CONSTANT	6943.4356
EhutH	medium_2	CONSTANT	19760.0428
EhutH	medium_3	CONSTANT	33479.8136
EhutH	medium_4	CONSTANT	25766.497
EhutH	medium_5	CONSTANT	38001.1253
EhutH	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EhutU	medium_1	CONSTANT	6943.4356
EhutU	medium_2	CONSTANT	19760.0428
EhutU	medium_3	CONSTANT	33479.8136
EhutU	medium_4	CONSTANT	25766.497
EhutU	medium_5	CONSTANT	38001.1253
EhutU	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EhutI	medium_1	CONSTANT	6943.4356
EhutI	medium_2	CONSTANT	19760.0428
EhutI	medium_3	CONSTANT	33479.8136
EhutI	medium_4	CONSTANT	25766.497
EhutI	medium_5	CONSTANT	38001.1253
EhutI	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EhutG	medium_1	CONSTANT	6943.4356
EhutG	medium_2	CONSTANT	19760.0428
EhutG	medium_3	CONSTANT	33479.8136
EhutG	medium_4	CONSTANT	25766.497
EhutG	medium_5	CONSTANT	38001.1253
EhutG	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EputB	medium_1	CONSTANT	6812.6446
EputB	medium_2	CONSTANT	29664.2055
EputB	medium_3	CONSTANT	106856.1837
EputB	medium_4	CONSTANT	54643.6481
EputB	medium_5	CONSTANT	43963.7017
EputB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	43963.7017	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EputC	medium_1	CONSTANT	2867.5151
EputC	medium_2	CONSTANT	12485.9819
EputC	medium_3	CONSTANT	44976.9124
EputC	medium_4	CONSTANT	38824.4685
EputC	medium_5	CONSTANT	18504.793
EputC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	18504.793	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Esda	medium_1	CONSTANT	6943.4356
Esda	medium_2	CONSTANT	19760.0428
Esda	medium_3	CONSTANT	33479.8136
Esda	medium_4	CONSTANT	25766.497
Esda	medium_5	CONSTANT	38001.1253
Esda	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Etdh	medium_1	CONSTANT	6943.4356
Etdh	medium_2	CONSTANT	19760.0428
Etdh	medium_3	CONSTANT	33479.8136
Etdh	medium_4	CONSTANT	25766.497
Etdh	medium_5	CONSTANT	38001.1253
Etdh	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Ekbl	medium_1	CONSTANT	6943.4356
Ekbl	medium_2	CONSTANT	19760.0428
Ekbl	medium_3	CONSTANT	33479.8136
Ekbl	medium_4	CONSTANT	25766.497
Ekbl	medium_5	CONSTANT	38001.1253
Ekbl	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Eapt	medium_1	CONSTANT	511.6565
Eapt	medium_2	CONSTANT	511.6565
Eapt	medium_3	CONSTANT	511.6565
Eapt	medium_4	CONSTANT	511.6565
Eapt	medium_5	CONSTANT	511.6565
Eapt	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EhprT1	medium_1	CONSTANT	511.6565
EhprT1	medium_2	CONSTANT	511.6565
EhprT1	medium_3	CONSTANT	511.6565
EhprT1	medium_4	CONSTANT	511.6565
EhprT1	medium_5	CONSTANT	511.6565
EhprT1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EhprT2	medium_1	CONSTANT	511.6565
EhprT2	medium_2	CONSTANT	511.6565
EhprT2	medium_3	CONSTANT	511.6565
EhprT2	medium_4	CONSTANT	511.6565
EhprT2	medium_5	CONSTANT	511.6565
EhprT2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Expt	medium_1	CONSTANT	511.6565
Expt	medium_2	CONSTANT	511.6565
Expt	medium_3	CONSTANT	511.6565
Expt	medium_4	CONSTANT	511.6565
Expt	medium_5	CONSTANT	511.6565
Expt	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EadeC	medium_1	CONSTANT	6943.4356
EadeC	medium_2	CONSTANT	19760.0428
EadeC	medium_3	CONSTANT	33479.8136
EadeC	medium_4	CONSTANT	25766.497
EadeC	medium_5	CONSTANT	38001.1253
EadeC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EguaD	medium_1	CONSTANT	6943.4356
EguaD	medium_2	CONSTANT	19760.0428
EguaD	medium_3	CONSTANT	33479.8136
EguaD	medium_4	CONSTANT	25766.497
EguaD	medium_5	CONSTANT	38001.1253
EguaD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EyfkN1	medium_1	CONSTANT	511.6565
EyfkN1	medium_2	CONSTANT	511.6565
EyfkN1	medium_3	CONSTANT	511.6565
EyfkN1	medium_4	CONSTANT	511.6565
EyfkN1	medium_5	CONSTANT	511.6565
EyfkN1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EyfkN2	medium_1	CONSTANT	511.6565
EyfkN2	medium_2	CONSTANT	511.6565
EyfkN2	medium_3	CONSTANT	511.6565
EyfkN2	medium_4	CONSTANT	511.6565
EyfkN2	medium_5	CONSTANT	511.6565
EyfkN2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EyfkN3	medium_1	CONSTANT	511.6565
EyfkN3	medium_2	CONSTANT	511.6565
EyfkN3	medium_3	CONSTANT	511.6565
EyfkN3	medium_4	CONSTANT	511.6565
EyfkN3	medium_5	CONSTANT	511.6565
EyfkN3	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EyfkN4	medium_1	CONSTANT	511.6565
EyfkN4	medium_2	CONSTANT	511.6565
EyfkN4	medium_3	CONSTANT	511.6565
EyfkN4	medium_4	CONSTANT	511.6565
EyfkN4	medium_5	CONSTANT	511.6565
EyfkN4	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EyfkN5	medium_1	CONSTANT	511.6565
EyfkN5	medium_2	CONSTANT	511.6565
EyfkN5	medium_3	CONSTANT	511.6565
EyfkN5	medium_4	CONSTANT	511.6565
EyfkN5	medium_5	CONSTANT	511.6565
EyfkN5	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Epuc	medium_1	CONSTANT	6943.4356
Epuc	medium_2	CONSTANT	19760.0428
Epuc	medium_3	CONSTANT	33479.8136
Epuc	medium_4	CONSTANT	25766.497
Epuc	medium_5	CONSTANT	38001.1253
Epuc	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Epuc2	medium_1	CONSTANT	6943.4356
Epuc2	medium_2	CONSTANT	19760.0428
Epuc2	medium_3	CONSTANT	33479.8136
Epuc2	medium_4	CONSTANT	25766.497
Epuc2	medium_5	CONSTANT	38001.1253
Epuc2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Edgk	medium_1	CONSTANT	511.6565
Edgk	medium_2	CONSTANT	511.6565
Edgk	medium_3	CONSTANT	511.6565
Edgk	medium_4	CONSTANT	511.6565
Edgk	medium_5	CONSTANT	511.6565
Edgk	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Edck1	medium_1	CONSTANT	511.6565
Edck1	medium_2	CONSTANT	511.6565
Edck1	medium_3	CONSTANT	511.6565
Edck1	medium_4	CONSTANT	511.6565
Edck1	medium_5	CONSTANT	511.6565
Edck1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EdeoD1	medium_1	CONSTANT	511.6565
EdeoD1	medium_2	CONSTANT	1196.9907
EdeoD1	medium_3	CONSTANT	1659.0039
EdeoD1	medium_4	CONSTANT	811.068
EdeoD1	medium_5	CONSTANT	2016.441
EdeoD1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2016.441	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EdeoD2	medium_1	CONSTANT	3323.0033
EdeoD2	medium_2	CONSTANT	19760.0428
EdeoD2	medium_3	CONSTANT	33479.8136
EdeoD2	medium_4	CONSTANT	8295.9696
EdeoD2	medium_5	CONSTANT	38001.1253
EdeoD2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EpupG1	medium_1	CONSTANT	3323.0033
EpupG1	medium_2	CONSTANT	19760.0428
EpupG1	medium_3	CONSTANT	33479.8136
EpupG1	medium_4	CONSTANT	8295.9696
EpupG1	medium_5	CONSTANT	38001.1253
EpupG1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EpupG2	medium_1	CONSTANT	3323.0033
EpupG2	medium_2	CONSTANT	19760.0428
EpupG2	medium_3	CONSTANT	33479.8136
EpupG2	medium_4	CONSTANT	8295.9696
EpupG2	medium_5	CONSTANT	38001.1253
EpupG2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EpupG3	medium_1	CONSTANT	3323.0033
EpupG3	medium_2	CONSTANT	19760.0428
EpupG3	medium_3	CONSTANT	33479.8136
EpupG3	medium_4	CONSTANT	8295.9696
EpupG3	medium_5	CONSTANT	38001.1253
EpupG3	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
EpupG4	medium_1	CONSTANT	3323.0033
EpupG4	medium_2	CONSTANT	19760.0428
EpupG4	medium_3	CONSTANT	33479.8136
EpupG4	medium_4	CONSTANT	8295.9696
EpupG4	medium_5	CONSTANT	38001.1253
EpupG4	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Edrm1	medium_1	CONSTANT	3323.0033
Edrm1	medium_2	CONSTANT	19760.0428
Edrm1	medium_3	CONSTANT	33479.8136
Edrm1	medium_4	CONSTANT	2629.468
Edrm1	medium_5	CONSTANT	38001.1253
Edrm1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	38001.1253	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Edrm2	medium_1	CONSTANT	2159.2081
Edrm2	medium_2	CONSTANT	1466.623
Edrm2	medium_3	CONSTANT	6387.2482
Edrm2	medium_4	CONSTANT	4551.6999
Edrm2	medium_5	CONSTANT	7748.9194
Edrm2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	7748.9194	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Edra	medium_1	CONSTANT	511.6565
Edra	medium_2	CONSTANT	753.0404
Edra	medium_3	CONSTANT	3331.6533
Edra	medium_4	CONSTANT	3270.571
Edra	medium_5	CONSTANT	3838.3511
Edra	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	3838.3511	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Eupp	medium_1	CONSTANT	511.6565
Eupp	medium_2	CONSTANT	511.6565
Eupp	medium_3	CONSTANT	511.6565
Eupp	medium_4	CONSTANT	511.6565
Eupp	medium_5	CONSTANT	511.6565
Eupp	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	511.6565	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Edck2	medium_1	CONSTANT	511.6565
Edck2	medium_2	CONSTANT	511.6565
Edck2	medium_3	CONSTANT	511.6565
Edck2	medium_4	CONSTANT	511.6565
Edck2	medium_5	CONSTANT	511.6565
